"행정구역별(시군구)","성별","연령별","항목","단위","2018 년","2019 년","2020 년","2021 년","2022 년",
"수성구","계","85세이상","3세대가구-부부+미혼자녀+모친","","553","534","498","466","444",
"수성구","계","85세이상","3세대가구-기타","","390","414","377","392","402",
"수성구","계","85세이상","4세대이상 가구","","39","34","28","20","25",
"수성구","계","85세이상","1인가구","","1175","1327","1578","1819","2068",
"수성구","계","85세이상","비친족가구","","43","68","57","69","76",
"수성구","남자","합계","일반가구원","","197106","195256","193792","192075","189251",
"수성구","남자","합계","1세대가구-계","","28409","29641","30739","31960","33077",
"수성구","남자","합계","1세대가구-부부","","25967","27135","28257","29493","30564",
"수성구","남자","합계","1세대가구-부부+미혼형제자매","","179","196","177","173","215",
"수성구","남자","합계","1세대가구-부부+기타 친인척","","51","58","39","45","41",
"수성구","남자","합계","1세대가구-가구주+미혼형제자매","","1355","1376","1414","1391","1338",
"수성구","남자","합계","1세대가구-가구주+기타 친인척","","116","114","138","134","140",
"수성구","남자","합계","1세대가구-기타","","741","762","714","724","779",
"수성구","남자","합계","2세대가구-계","","137033","134032","132821","129145","125072",
"수성구","남자","합계","2세대가구-부부+미혼자녀","","107810","105885","105824","103192","99705",
"수성구","남자","합계","2세대가구-부+미혼자녀","","7108","6840","6591","6405","6350",
"수성구","남자","합계","2세대가구-모+미혼자녀","","10588","10213","10311","9879","9529",
"수성구","남자","합계","2세대가구-부부+양친","","260","258","236","202","220",
"수성구","남자","합계","2세대가구-부부+한부모","","952","980","927","911","897",
"수성구","남자","합계","2세대가구-부부+미혼자녀+부부미혼형제자매","","1146","1040","943","973","912",
"수성구","남자","합계","2세대가구-조부모+미혼손자녀","","668","646","649","652","659",
"수성구","남자","합계","2세대가구-조부 또는 조모+미혼손자녀","","478","447","466","472","448",
"수성구","남자","합계","2세대가구-기타","","8023","7723","6874","6459","6352",
"수성구","남자","합계","3세대가구-계","","16008","15039","12705","11547","10629",
"수성구","남자","합계","3세대가구-부부+미혼자녀+양친","","2793","2586","2032","1720","1620",
"수성구","남자","합계","3세대가구-부부+미혼자녀+부친","","1648","1601","1465","1400","1264",
"수성구","남자","합계","3세대가구-부부+미혼자녀+모친","","6186","5695","4816","4308","3892",
"수성구","남자","합계","3세대가구-기타","","5381","5157","4392","4119","3853",
"수성구","남자","합계","4세대이상 가구","","141","132","86","66","74",
"수성구","남자","합계","1인가구","","14196","14985","15801","17391","18337",
"수성구","남자","합계","비친족가구","","1319","1427","1640","1966","2062",
"수성구","남자","15세미만","일반가구원","","28683","27760","27360","26659","25586",
"수성구","남자","15세미만","1세대가구-계","","27","18","32","24","29",
"수성구","남자","15세미만","1세대가구-부부","","X","X","X","X","X",
"수성구","남자","15세미만","1세대가구-부부+미혼형제자매","","X","X","X","X","X",
"수성구","남자","15세미만","1세대가구-부부+기타 친인척","","X","X","X","X","X",
"수성구","남자","15세미만","1세대가구-가구주+미혼형제자매","","15","8","14","10","17",
"수성구","남자","15세미만","1세대가구-가구주+기타 친인척","","8","7","12","9","9",
"수성구","남자","15세미만","1세대가구-기타","","X","X","X","X","X",
"수성구","남자","15세미만","2세대가구-계","","25583","24855","24967","24505","23572",
"수성구","남자","15세미만","2세대가구-부부+미혼자녀","","21470","21002","21207","20847","19972",
"수성구","남자","15세미만","2세대가구-부+미혼자녀","","790","717","694","701","721",
"수성구","남자","15세미만","2세대가구-모+미혼자녀","","2460","2309","2363","2236","2143",
"수성구","남자","15세미만","2세대가구-부부+양친","","X","X","X","X","X",
"수성구","남자","15세미만","2세대가구-부부+한부모","","X","X","X","X","X",
"수성구","남자","15세미만","2세대가구-부부+미혼자녀+부부미혼형제자매","","218","190","167","183","171",
"수성구","남자","15세미만","2세대가구-조부모+미혼손자녀","","136","133","124","119","136",
"수성구","남자","15세미만","2세대가구-조부 또는 조모+미혼손자녀","","93","83","77","79","65",
"수성구","남자","15세미만","2세대가구-기타","","416","421","335","340","364",
"수성구","남자","15세미만","3세대가구-계","","3016","2839","2333","2102","1955",
"수성구","남자","15세미만","3세대가구-부부+미혼자녀+양친","","586","539","388","322","300",
"수성구","남자","15세미만","3세대가구-부부+미혼자녀+부친","","257","226","207","222","209",
"수성구","남자","15세미만","3세대가구-부부+미혼자녀+모친","","1161","1110","903","807","721",
"수성구","남자","15세미만","3세대가구-기타","","1012","964","835","751","725",
"수성구","남자","15세미만","4세대이상 가구","","40","36","19","18","19",
"수성구","남자","15세미만","1인가구","","X","X","X","X","X",
"수성구","남자","15세미만","비친족가구","","17","11","9","10","10",
"수성구","남자","15~19세","일반가구원","","15173","14094","12962","12201","11556",
"수성구","남자","15~19세","1세대가구-계","","129","111","119","79","65",
"수성구","남자","15~19세","1세대가구-부부","","X","X","X","X","X",
"수성구","남자","15~19세","1세대가구-부부+미혼형제자매","","X","X","X","X","X",
"수성구","남자","15~19세","1세대가구-부부+기타 친인척","","X","X","X","X","X",
"수성구","남자","15~19세","1세대가구-가구주+미혼형제자매","","116","105","114","77","63",
"수성구","남자","15~19세","1세대가구-가구주+기타 친인척","","8","5","X","X","X",
"수성구","남자","15~19세","1세대가구-기타","","X","X","X","X","X",
"수성구","남자","15~19세","2세대가구-계","","13516","12548","11670","11079","10532",
"수성구","남자","15~19세","2세대가구-부부+미혼자녀","","10526","9816","9217","8900","8511",
"수성구","남자","15~19세","2세대가구-부+미혼자녀","","623","579","492","433","405",
"수성구","남자","15~19세","2세대가구-모+미혼자녀","","1837","1670","1565","1408","1310",
"수성구","남자","15~19세","2세대가구-부부+양친","","X","X","X","X","X",
"수성구","남자","15~19세","2세대가구-부부+한부모","","X","X","X","X","X",
"수성구","남자","15~19세","2세대가구-부부+미혼자녀+부부미혼형제자매","","85","80","66","67","63",
"수성구","남자","15~19세","2세대가구-조부모+미혼손자녀","","37","37","39","37","32",
"수성구","남자","15~19세","2세대가구-조부 또는 조모+미혼손자녀","","81","70","60","44","45",
"수성구","남자","15~19세","2세대가구-기타","","327","296","231","190","166",
"수성구","남자","15~19세","3세대가구-계","","1391","1256","1057","946","864",
"수성구","남자","15~19세","3세대가구-부부+미혼자녀+양친","","171","158","127","110","105",
"수성구","남자","15~19세","3세대가구-부부+미혼자녀+부친","","112","123","110","100","83",
"수성구","남자","15~19세","3세대가구-부부+미혼자녀+모친","","653","566","472","425","386",
"수성구","남자","15~19세","3세대가구-기타","","455","409","348","311","290",
"수성구","남자","15~19세","4세대이상 가구","","X","X","X","X","X",
"수성구","남자","15~19세","1인가구","","127","166","101","85","85",
"수성구","남자","15~19세","비친족가구","","10","9","13","12","10",
"수성구","남자","20~24세","일반가구원","","11435","11181","11383","10891","9718",
"수성구","남자","20~24세","1세대가구-계","","324","304","330","296","250",
"수성구","남자","20~24세","1세대가구-부부","","10","10","7","5","5",
"수성구","남자","20~24세","1세대가구-부부+미혼형제자매","","X","X","X","X","X",
"수성구","남자","20~24세","1세대가구-부부+기타 친인척","","X","X","X","X","X",
"수성구","남자","20~24세","1세대가구-가구주+미혼형제자매","","295","273","298","273","235",
"수성구","남자","20~24세","1세대가구-가구주+기타 친인척","","10","10","9","8","X",
"수성구","남자","20~24세","1세대가구-기타","","9","7","12","7","X",
"수성구","남자","20~24세","2세대가구-계","","9516","9223","9611","9217","8158",
"수성구","남자","20~24세","2세대가구-부부+미혼자녀","","6826","6608","6978","6713","5970",
"수성구","남자","20~24세","2세대가구-부+미혼자녀","","555","549","514","509","454",
"수성구","남자","20~24세","2세대가구-모+미혼자녀","","1626","1571","1648","1560","1365",
"수성구","남자","20~24세","2세대가구-부부+양친","","X","X","X","X","X",
"수성구","남자","20~24세","2세대가구-부부+한부모","","X","X","X","X","X",
"수성구","남자","20~24세","2세대가구-부부+미혼자녀+부부미혼형제자매","","50","47","46","49","35",
"수성구","남자","20~24세","2세대가구-조부모+미혼손자녀","","54","49","43","43","38",
"수성구","남자","20~24세","2세대가구-조부 또는 조모+미혼손자녀","","75","76","92","105","86",
"수성구","남자","20~24세","2세대가구-기타","","329","321","290","238","210",
"수성구","남자","20~24세","3세대가구-계","","946","861","770","724","619",
"수성구","남자","20~24세","3세대가구-부부+미혼자녀+양친","","78","78","75","65","55",
"수성구","남자","20~24세","3세대가구-부부+미혼자녀+부친","","71","65","64","59","54",
"수성구","남자","20~24세","3세대가구-부부+미혼자녀+모친","","467","397","348","318","270",
"수성구","남자","20~24세","3세대가구-기타","","330","321","283","282","240",
"수성구","남자","20~24세","4세대이상 가구","","X","X","X","X","X",
"수성구","남자","20~24세","1인가구","","589","736","617","597","630",
"수성구","남자","20~24세","비친족가구","","56","54","54","56","59",
"수성구","남자","25~29세","일반가구원","","12200","12422","12512","12236","11784",
"수성구","남자","25~29세","1세대가구-계","","566","581","610","544","508",
"수성구","남자","25~29세","1세대가구-부부","","199","208","205","150","144",
"수성구","남자","25~29세","1세대가구-부부+미혼형제자매","","9","9","11","7","11",
"수성구","남자","25~29세","1세대가구-부부+기타 친인척","","X","X","X","X","X",
"수성구","남자","25~29세","1세대가구-가구주+미혼형제자매","","331","348","369","353","319",
"수성구","남자","25~29세","1세대가구-가구주+기타 친인척","","10","5","14","19","17",
"수성구","남자","25~29세","1세대가구-기타","","15","9","10","13","16",
"수성구","남자","25~29세","2세대가구-계","","9115","9115","9099","8786","8375",
"수성구","남자","25~29세","2세대가구-부부+미혼자녀","","6120","6226","6163","5956","5678",
"수성구","남자","25~29세","2세대가구-부+미혼자녀","","536","543","554","556","539",
"수성구","남자","25~29세","2세대가구-모+미혼자녀","","1725","1676","1739","1663","1603",
"수성구","남자","25~29세","2세대가구-부부+양친","","5","X","X","5","6",
"수성구","남자","25~29세","2세대가구-부부+한부모","","6","X","X","X","7",
"수성구","남자","25~29세","2세대가구-부부+미혼자녀+부부미혼형제자매","","68","57","52","58","45",
"수성구","남자","25~29세","2세대가구-조부모+미혼손자녀","","34","30","33","40","34",
"수성구","남자","25~29세","2세대가구-조부 또는 조모+미혼손자녀","","94","89","99","105","105",
"수성구","남자","25~29세","2세대가구-기타","","527","489","454","399","358",
"수성구","남자","25~29세","3세대가구-계","","845","837","724","622","554",
"수성구","남자","25~29세","3세대가구-부부+미혼자녀+양친","","50","45","38","33","36",
"수성구","남자","25~29세","3세대가구-부부+미혼자녀+부친","","49","62","51","47","33",
"수성구","남자","25~29세","3세대가구-부부+미혼자녀+모친","","416","402","353","277","234",
"수성구","남자","25~29세","3세대가구-기타","","330","328","282","265","251",
"수성구","남자","25~29세","4세대이상 가구","","9","11","6","5","X",
"수성구","남자","25~29세","1인가구","","1513","1676","1832","2016","2080",
"수성구","남자","25~29세","비친족가구","","152","202","241","263","263",
"수성구","남자","30~34세","일반가구원","","8974","9078","9161","9503","9961",
"수성구","남자","30~34세","1세대가구-계","","883","905","950","1038","1001",
"수성구","남자","30~34세","1세대가구-부부","","676","676","696","752","705",
"수성구","남자","30~34세","1세대가구-부부+미혼형제자매","","11","13","22","25","30",
"수성구","남자","30~34세","1세대가구-부부+기타 친인척","","X","X","X","X","X",
"수성구","남자","30~34세","1세대가구-가구주+미혼형제자매","","160","175","192","219","220",
"수성구","남자","30~34세","1세대가구-가구주+기타 친인척","","10","12","19","19","24",
"수성구","남자","30~34세","1세대가구-기타","","24","26","20","19","18",
"수성구","남자","30~34세","2세대가구-계","","6022","5906","5733","5578","5790",
"수성구","남자","30~34세","2세대가구-부부+미혼자녀","","4204","4144","3967","3815","3914",
"수성구","남자","30~34세","2세대가구-부+미혼자녀","","337","316","313","305","339",
"수성구","남자","30~34세","2세대가구-모+미혼자녀","","921","923","934","930","988",
"수성구","남자","30~34세","2세대가구-부부+양친","","19","11","14","8","9",
"수성구","남자","30~34세","2세대가구-부부+한부모","","23","23","25","15","21",
"수성구","남자","30~34세","2세대가구-부부+미혼자녀+부부미혼형제자매","","56","44","44","48","62",
"수성구","남자","30~34세","2세대가구-조부모+미혼손자녀","","5","X","5","7","8",
"수성구","남자","30~34세","2세대가구-조부 또는 조모+미혼손자녀","","47","37","52","57","68",
"수성구","남자","30~34세","2세대가구-기타","","410","406","379","393","381",
"수성구","남자","30~34세","3세대가구-계","","491","469","390","355","348",
"수성구","남자","30~34세","3세대가구-부부+미혼자녀+양친","","39","42","26","26","27",
"수성구","남자","30~34세","3세대가구-부부+미혼자녀+부친","","23","26","24","14","16",
"수성구","남자","30~34세","3세대가구-부부+미혼자녀+모친","","196","164","148","145","131",
"수성구","남자","30~34세","3세대가구-기타","","233","237","192","170","174",
"수성구","남자","30~34세","4세대이상 가구","","6","7","6","X","7",
"수성구","남자","30~34세","1인가구","","1420","1612","1815","2156","2420",
"수성구","남자","30~34세","비친족가구","","152","179","267","372","395",
"수성구","남자","35~39세","일반가구원","","11808","11326","10676","10161","9589",
"수성구","남자","35~39세","1세대가구-계","","849","844","861","798","756",
"수성구","남자","35~39세","1세대가구-부부","","679","681","703","636","600",
"수성구","남자","35~39세","1세대가구-부부+미혼형제자매","","10","6","10","8","17",
"수성구","남자","35~39세","1세대가구-부부+기타 친인척","","X","X","X","X","X",
"수성구","남자","35~39세","1세대가구-가구주+미혼형제자매","","122","118","101","114","102",
"수성구","남자","35~39세","1세대가구-가구주+기타 친인척","","10","6","16","15","15",
"수성구","남자","35~39세","1세대가구-기타","","27","32","30","24","19",
"수성구","남자","35~39세","2세대가구-계","","8626","8250","7706","7169","6629",
"수성구","남자","35~39세","2세대가구-부부+미혼자녀","","6829","6547","6258","5828","5326",
"수성구","남자","35~39세","2세대가구-부+미혼자녀","","375","358","332","306","293",
"수성구","남자","35~39세","2세대가구-모+미혼자녀","","697","685","601","573","565",
"수성구","남자","35~39세","2세대가구-부부+양친","","14","19","11","11","8",
"수성구","남자","35~39세","2세대가구-부부+한부모","","32","29","22","26","13",
"수성구","남자","35~39세","2세대가구-부부+미혼자녀+부부미혼형제자매","","97","86","79","79","62",
"수성구","남자","35~39세","2세대가구-조부모+미혼손자녀","","X","X","X","X","X",
"수성구","남자","35~39세","2세대가구-조부 또는 조모+미혼손자녀","","18","17","17","15","10",
"수성구","남자","35~39세","2세대가구-기타","","563","509","384","328","349",
"수성구","남자","35~39세","3세대가구-계","","808","723","548","441","368",
"수성구","남자","35~39세","3세대가구-부부+미혼자녀+양친","","157","141","90","63","57",
"수성구","남자","35~39세","3세대가구-부부+미혼자녀+부친","","78","71","62","51","38",
"수성구","남자","35~39세","3세대가구-부부+미혼자녀+모친","","272","243","183","145","122",
"수성구","남자","35~39세","3세대가구-기타","","301","268","213","182","151",
"수성구","남자","35~39세","4세대이상 가구","","16","13","8","6","6",
"수성구","남자","35~39세","1인가구","","1367","1359","1392","1541","1594",
"수성구","남자","35~39세","비친족가구","","142","137","161","206","236",
"수성구","남자","40~44세","일반가구원","","14528","13967","14037","13988","13989",
"수성구","남자","40~44세","1세대가구-계","","558","572","582","574","605",
"수성구","남자","40~44세","1세대가구-부부","","412","417","430","436","457",
"수성구","남자","40~44세","1세대가구-부부+미혼형제자매","","13","10","10","8","8",
"수성구","남자","40~44세","1세대가구-부부+기타 친인척","","X","X","X","X","X",
"수성구","남자","40~44세","1세대가구-가구주+미혼형제자매","","86","95","90","85","89",
"수성구","남자","40~44세","1세대가구-가구주+기타 친인척","","5","14","11","11","13",
"수성구","남자","40~44세","1세대가구-기타","","40","33","40","33","34",
"수성구","남자","40~44세","2세대가구-계","","11404","10991","11157","11047","11035",
"수성구","남자","40~44세","2세대가구-부부+미혼자녀","","9534","9251","9488","9490","9445",
"수성구","남자","40~44세","2세대가구-부+미혼자녀","","500","433","438","400","424",
"수성구","남자","40~44세","2세대가구-모+미혼자녀","","548","544","562","545","537",
"수성구","남자","40~44세","2세대가구-부부+양친","","13","9","13","11","11",
"수성구","남자","40~44세","2세대가구-부부+한부모","","24","21","27","25","33",
"수성구","남자","40~44세","2세대가구-부부+미혼자녀+부부미혼형제자매","","155","129","97","112","103",
"수성구","남자","40~44세","2세대가구-조부모+미혼손자녀","","X","X","X","X","X",
"수성구","남자","40~44세","2세대가구-조부 또는 조모+미혼손자녀","","6","7","7","X","6",
"수성구","남자","40~44세","2세대가구-기타","","623","597","525","461","476",
"수성구","남자","40~44세","3세대가구-계","","1223","1109","875","812","748",
"수성구","남자","40~44세","3세대가구-부부+미혼자녀+양친","","260","212","176","147","131",
"수성구","남자","40~44세","3세대가구-부부+미혼자녀+부친","","112","104","95","100","109",
"수성구","남자","40~44세","3세대가구-부부+미혼자녀+모친","","499","451","351","331","280",
"수성구","남자","40~44세","3세대가구-기타","","352","342","253","234","228",
"수성구","남자","40~44세","4세대이상 가구","","10","5","X","X","X",
"수성구","남자","40~44세","1인가구","","1220","1158","1280","1399","1434",
"수성구","남자","40~44세","비친족가구","","113","132","139","152","164",
"수성구","남자","45~49세","일반가구원","","20016","19247","18197","17126","16242",
"수성구","남자","45~49세","1세대가구-계","","1046","1035","874","856","819",
"수성구","남자","45~49세","1세대가구-부부","","842","821","705","687","660",
"수성구","남자","45~49세","1세대가구-부부+미혼형제자매","","20","22","12","9","15",
"수성구","남자","45~49세","1세대가구-부부+기타 친인척","","X","X","X","X","X",
"수성구","남자","45~49세","1세대가구-가구주+미혼형제자매","","101","111","95","103","91",
"수성구","남자","45~49세","1세대가구-가구주+기타 친인척","","10","9","X","X","9",
"수성구","남자","45~49세","1세대가구-기타","","69","70","56","51","44",
"수성구","남자","45~49세","2세대가구-계","","15695","15095","14424","13503","12775",
"수성구","남자","45~49세","2세대가구-부부+미혼자녀","","13394","12859","12460","11666","10986",
"수성구","남자","45~49세","2세대가구-부+미혼자녀","","767","714","620","601","569",
"수성구","남자","45~49세","2세대가구-모+미혼자녀","","428","449","454","437","446",
"수성구","남자","45~49세","2세대가구-부부+양친","","14","20","18","12","12",
"수성구","남자","45~49세","2세대가구-부부+한부모","","57","55","51","45","41",
"수성구","남자","45~49세","2세대가구-부부+미혼자녀+부부미혼형제자매","","172","175","156","138","132",
"수성구","남자","45~49세","2세대가구-조부모+미혼손자녀","","X","X","X","X","X",
"수성구","남자","45~49세","2세대가구-조부 또는 조모+미혼손자녀","","X","X","X","X","X",
"수성구","남자","45~49세","2세대가구-기타","","863","823","665","602","587",
"수성구","남자","45~49세","3세대가구-계","","1662","1505","1279","1140","1028",
"수성구","남자","45~49세","3세대가구-부부+미혼자녀+양친","","268","256","215","179","165",
"수성구","남자","45~49세","3세대가구-부부+미혼자녀+부친","","156","139","129","116","100",
"수성구","남자","45~49세","3세대가구-부부+미혼자녀+모친","","808","738","614","541","499",
"수성구","남자","45~49세","3세대가구-기타","","430","372","321","304","264",
"수성구","남자","45~49세","4세대이상 가구","","X","5","5","X","6",
"수성구","남자","45~49세","1인가구","","1445","1465","1455","1458","1456",
"수성구","남자","45~49세","비친족가구","","166","142","160","165","158",
"수성구","남자","50~54세","일반가구원","","18960","19140","19168","19327","19111",
"수성구","남자","50~54세","1세대가구-계","","2219","2397","2212","2186","2459",
"수성구","남자","50~54세","1세대가구-부부","","2010","2189","2024","1986","2219",
"수성구","남자","50~54세","1세대가구-부부+미혼형제자매","","27","29","25","22","31",
"수성구","남자","50~54세","1세대가구-부부+기타 친인척","","X","6","X","X","X",
"수성구","남자","50~54세","1세대가구-가구주+미혼형제자매","","60","73","66","72","95",
"수성구","남자","50~54세","1세대가구-가구주+기타 친인척","","11","14","13","11","10",
"수성구","남자","50~54세","1세대가구-기타","","107","86","82","95","101",
"수성구","남자","50~54세","2세대가구-계","","13742","13770","14003","14092","13670",
"수성구","남자","50~54세","2세대가구-부부+미혼자녀","","11583","11597","11861","11970","11627",
"수성구","남자","50~54세","2세대가구-부+미혼자녀","","856","852","819","792","709",
"수성구","남자","50~54세","2세대가구-모+미혼자녀","","221","240","267","327","366",
"수성구","남자","50~54세","2세대가구-부부+양친","","24","25","22","13","22",
"수성구","남자","50~54세","2세대가구-부부+한부모","","118","126","111","102","109",
"수성구","남자","50~54세","2세대가구-부부+미혼자녀+부부미혼형제자매","","124","108","113","122","116",
"수성구","남자","50~54세","2세대가구-조부모+미혼손자녀","","X","X","X","X","X",
"수성구","남자","50~54세","2세대가구-조부 또는 조모+미혼손자녀","","X","X","X","X","X",
"수성구","남자","50~54세","2세대가구-기타","","814","822","809","766","721",
"수성구","남자","50~54세","3세대가구-계","","1370","1345","1210","1133","1028",
"수성구","남자","50~54세","3세대가구-부부+미혼자녀+양친","","148","148","120","116","118",
"수성구","남자","50~54세","3세대가구-부부+미혼자녀+부친","","107","122","113","113","97",
"수성구","남자","50~54세","3세대가구-부부+미혼자녀+모친","","777","737","653","594","532",
"수성구","남자","50~54세","3세대가구-기타","","338","338","324","310","281",
"수성구","남자","50~54세","4세대이상 가구","","6","5","5","X","5",
"수성구","남자","50~54세","1인가구","","1473","1473","1571","1728","1783",
"수성구","남자","50~54세","비친족가구","","150","150","167","185","166",
"수성구","남자","55~59세","일반가구원","","17200","17071","16623","16321","16429",
"수성구","남자","55~59세","1세대가구-계","","3706","3709","3572","3646","3802",
"수성구","남자","55~59세","1세대가구-부부","","3489","3471","3368","3445","3593",
"수성구","남자","55~59세","1세대가구-부부+미혼형제자매","","31","37","27","28","29",
"수성구","남자","55~59세","1세대가구-부부+기타 친인척","","X","X","X","X","X",
"수성구","남자","55~59세","1세대가구-가구주+미혼형제자매","","36","43","44","43","40",
"수성구","남자","55~59세","1세대가구-가구주+기타 친인척","","13","7","8","9","10",
"수성구","남자","55~59세","1세대가구-기타","","136","147","123","117","128",
"수성구","남자","55~59세","2세대가구-계","","10855","10726","10581","10129","10039",
"수성구","남자","55~59세","2세대가구-부부+미혼자녀","","8855","8763","8719","8340","8255",
"수성구","남자","55~59세","2세대가구-부+미혼자녀","","754","740","721","684","715",
"수성구","남자","55~59세","2세대가구-모+미혼자녀","","85","103","126","141","144",
"수성구","남자","55~59세","2세대가구-부부+양친","","35","26","31","28","28",
"수성구","남자","55~59세","2세대가구-부부+한부모","","216","209","177","163","178",
"수성구","남자","55~59세","2세대가구-부부+미혼자녀+부부미혼형제자매","","73","77","73","64","65",
"수성구","남자","55~59세","2세대가구-조부모+미혼손자녀","","14","18","6","6","8",
"수성구","남자","55~59세","2세대가구-조부 또는 조모+미혼손자녀","","X","X","X","X","X",
"수성구","남자","55~59세","2세대가구-기타","","821","789","728","703","646",
"수성구","남자","55~59세","3세대가구-계","","1081","1024","870","802","757",
"수성구","남자","55~59세","3세대가구-부부+미혼자녀+양친","","79","92","78","59","55",
"수성구","남자","55~59세","3세대가구-부부+미혼자녀+부친","","89","81","75","79","66",
"수성구","남자","55~59세","3세대가구-부부+미혼자녀+모친","","608","559","485","438","425",
"수성구","남자","55~59세","3세대가구-기타","","305","292","232","226","211",
"수성구","남자","55~59세","4세대이상 가구","","6","5","X","X","X",
"수성구","남자","55~59세","1인가구","","1415","1472","1478","1594","1640",
"수성구","남자","55~59세","비친족가구","","137","135","119","147","187",
"수성구","남자","60~64세","일반가구원","","13054","13786","14266","14810","14929",
"수성구","남자","60~64세","1세대가구-계","","4968","5174","5457","5662","5719",
"수성구","남자","60~64세","1세대가구-부부","","4782","4970","5262","5463","5495",
"수성구","남자","60~64세","1세대가구-부부+미혼형제자매","","23","23","17","20","27",
"수성구","남자","60~64세","1세대가구-부부+기타 친인척","","14","13","7","7","7",
"수성구","남자","60~64세","1세대가구-가구주+미혼형제자매","","24","20","24","28","40",
"수성구","남자","60~64세","1세대가구-가구주+기타 친인척","","9","12","16","13","11",
"수성구","남자","60~64세","1세대가구-기타","","116","136","131","131","139",
"수성구","남자","60~64세","2세대가구-계","","6054","6448","6668","6855","6882",
"수성구","남자","60~64세","2세대가구-부부+미혼자녀","","4606","4982","5176","5341","5365",
"수성구","남자","60~64세","2세대가구-부+미혼자녀","","438","462","515","532","543",
"수성구","남자","60~64세","2세대가구-모+미혼자녀","","31","31","36","44","48",
"수성구","남자","60~64세","2세대가구-부부+양친","","22","27","22","21","27",
"수성구","남자","60~64세","2세대가구-부부+한부모","","205","229","234","241","211",
"수성구","남자","60~64세","2세대가구-부부+미혼자녀+부부미혼형제자매","","31","30","33","40","40",
"수성구","남자","60~64세","2세대가구-조부모+미혼손자녀","","36","26","32","29","38",
"수성구","남자","60~64세","2세대가구-조부 또는 조모+미혼손자녀","","X","6","X","X","X",
"수성구","남자","60~64세","2세대가구-기타","","682","655","616","603","606",
"수성구","남자","60~64세","3세대가구-계","","670","676","551","496","513",
"수성구","남자","60~64세","3세대가구-부부+미혼자녀+양친","","111","88","43","52","50",
"수성구","남자","60~64세","3세대가구-부부+미혼자녀+부친","","63","67","58","46","45",
"수성구","남자","60~64세","3세대가구-부부+미혼자녀+모친","","234","250","229","200","205",
"수성구","남자","60~64세","3세대가구-기타","","262","271","221","198","213",
"수성구","남자","60~64세","4세대이상 가구","","16","16","9","8","X",
"수성구","남자","60~64세","1인가구","","1236","1343","1447","1603","1644",
"수성구","남자","60~64세","비친족가구","","110","129","134","186","167",
"수성구","남자","65~69세","일반가구원","","9082","9349","10034","10756","11314",
"수성구","남자","65~69세","1세대가구-계","","4589","4826","5290","5808","5990",
"수성구","남자","65~69세","1세대가구-부부","","4466","4690","5153","5650","5811",
"수성구","남자","65~69세","1세대가구-부부+미혼형제자매","","13","23","19","24","23",
"수성구","남자","65~69세","1세대가구-부부+기타 친인척","","6","10","8","14","8",
"수성구","남자","65~69세","1세대가구-가구주+미혼형제자매","","7","5","5","9","20",
"수성구","남자","65~69세","1세대가구-가구주+기타 친인척","","X","X","8","7","8",
"수성구","남자","65~69세","1세대가구-기타","","93","95","97","104","120",
"수성구","남자","65~69세","2세대가구-계","","2984","3042","3177","3176","3416",
"수성구","남자","65~69세","2세대가구-부부+미혼자녀","","1989","2093","2235","2251","2457",
"수성구","남자","65~69세","2세대가구-부+미혼자녀","","239","235","243","252","258",
"수성구","남자","65~69세","2세대가구-모+미혼자녀","","7","10","13","13","11",
"수성구","남자","65~69세","2세대가구-부부+양친","","23","21","12","14","12",
"수성구","남자","65~69세","2세대가구-부부+한부모","","130","137","142","136","142",
"수성구","남자","65~69세","2세대가구-부부+미혼자녀+부부미혼형제자매","","9","9","10","9","14",
"수성구","남자","65~69세","2세대가구-조부모+미혼손자녀","","71","75","70","65","77",
"수성구","남자","65~69세","2세대가구-조부 또는 조모+미혼손자녀","","6","X","9","6","7",
"수성구","남자","65~69세","2세대가구-기타","","510","459","443","430","438",
"수성구","남자","65~69세","3세대가구-계","","623","536","470","436","421",
"수성구","남자","65~69세","3세대가구-부부+미혼자녀+양친","","180","154","135","103","95",
"수성구","남자","65~69세","3세대가구-부부+미혼자녀+부친","","92","75","70","61","63",
"수성구","남자","65~69세","3세대가구-부부+미혼자녀+모친","","68","54","55","58","56",
"수성구","남자","65~69세","3세대가구-기타","","283","253","210","214","207",
"수성구","남자","65~69세","4세대이상 가구","","12","7","X","X","9",
"수성구","남자","65~69세","1인가구","","826","874","1009","1239","1361",
"수성구","남자","65~69세","비친족가구","","48","64","84","95","117",
"수성구","남자","70~74세","일반가구원","","6288","6668","7105","7467","7792",
"수성구","남자","70~74세","1세대가구-계","","3479","3783","4173","4478","4667",
"수성구","남자","70~74세","1세대가구-부부","","3397","3691","4090","4390","4555",
"수성구","남자","70~74세","1세대가구-부부+미혼형제자매","","15","17","14","10","12",
"수성구","남자","70~74세","1세대가구-부부+기타 친인척","","X","X","X","X","X",
"수성구","남자","70~74세","1세대가구-가구주+미혼형제자매","","X","X","X","X","X",
"수성구","남자","70~74세","1세대가구-가구주+기타 친인척","","5","X","X","X","6",
"수성구","남자","70~74세","1세대가구-기타","","59","68","62","70","89",
"수성구","남자","70~74세","2세대가구-계","","1652","1706","1730","1708","1758",
"수성구","남자","70~74세","2세대가구-부부+미혼자녀","","991","1046","1112","1087","1128",
"수성구","남자","70~74세","2세대가구-부+미혼자녀","","122","127","122","127","146",
